Name,Cells,Common (1),Uncommon (2),Rare (3),Epic (4),Legendary (5),Unreal (6),Common (1),Uncommon (2),Rare (3),Epic (4),Legendary (5),Unreal (6),set,Common ID,Uncommon ID,Rare,Epic ID,Legendary ID,Unreal ID,Legacy ID,Legacy
GoldenTime,2,1 202 400,3 156 300,8 285 340,21 749 070,57 091 335,149 864 820,5.00%,7.20%,9.40%,12.60%,16.80%,22.00%,,65bcf66343dcad8f6d1173b9,65bcf66343dcad8f6d1173bc,65bcf66343dcad8f6d1173c4,65bcf66343dcad8f6d1173cc,65bcf66343dcad8f6d1173d4,65bcf66343dcad8f6d1173dc,,
Full Moon Dragon,2,1 722 000,4520250,11865735,31147620,81762555,214626720,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,65bd2a8f43dcad8f6d118b5a,65bd2a8f43dcad8f6d118b5d,65bd2a8f43dcad8f6d118b65,65bd2a8f43dcad8f6d118b6d,65bd2a8f43dcad8f6d118b75,65bd2a8f43dcad8f6d118b7d,,
Lovey-Dovey,2,1 715 000,4501875,11817435,31020780,81429600,213752700,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,65be3aa443dcad8f6d11bb21,65be3aa443dcad8f6d11bb24,65be3aa443dcad8f6d11bb2c,65be3aa443dcad8f6d11bb34,65be3aa443dcad8f6d11bb3c,65be3aa443dcad8f6d11bb44,,
Guard Goose,1,100,,,,,,0.00%,,,,,,,65ba1f0b43dcad8f6d10f724,,,,,,,
La Venus de Milo,2,161 000,422625,1109430,2912280,7644735,20067495,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,65ba2a9643dcad8f6d10fd78,65ba2a9643dcad8f6d10fd7b,65ba2a9643dcad8f6d10fd83,65ba2a9643dcad8f6d10fd8b,65ba2a9643dcad8f6d10fd93,65ba2a9643dcad8f6d10fd9b,,
Crypto Temple,2,186 000,488250,1281735,3364620,8832180,23184525,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,65ba2fd043dcad8f6d10ff08,65ba2fd043dcad8f6d10ff0b,65ba2fd043dcad8f6d10ff13,65ba2fd043dcad8f6d10ff1b,65ba2fd043dcad8f6d10ff23,65ba2fd043dcad8f6d10ff2b,,
Columiner,2,212 000,556500,1460865,3834810,10066455,26424510,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,65ba316443dcad8f6d10ffd1,65ba316443dcad8f6d10ffd4,65ba316443dcad8f6d10ffdc,65ba316443dcad8f6d10ffe4,65ba316443dcad8f6d10ffec,65ba316443dcad8f6d10fff4,,
HamsterCoin,2,332 000,871500,2287740,6005370,15764175,41381025,0.00%,0.50%,1.20%,2.18%,3.55%,5.47%,,65ba320843dcad8f6d1100d6,65ba320843dcad8f6d1100d9,65ba320843dcad8f6d1100e1,65ba320843dcad8f6d1100e9,65ba320843dcad8f6d1100f1,65ba320843dcad8f6d1100f9,,
Laurel Wreath,2,384 000,1008000,2646000,6945750,18232620,47860680,0.00%,0.50%,1.20%,2.18%,3.55%,5.47%,,65ba32b243dcad8f6d11020b,65ba32b243dcad8f6d11020e,65ba32b243dcad8f6d110216,65ba32b243dcad8f6d11021e,65ba32b243dcad8f6d110226,65ba32b243dcad8f6d11022e,,
Coliseum,2,437 000,1147125,3011295,7904715,20749890,54468540,0.45%,1.08%,1.96%,3.20%,4.93%,7.35%,,65ba335f43dcad8f6d110317,65ba335f43dcad8f6d11031a,65ba335f43dcad8f6d110322,65ba335f43dcad8f6d11032a,65ba335f43dcad8f6d110332,65ba335f43dcad8f6d11033a,,
Galea B.C.,2,588 000,1543500,4051740,10635870,27919185,73287900,0.45%,1.08%,1.96%,3.20%,4.93%,7.35%,,65ba343d43dcad8f6d1103bf,65ba343d43dcad8f6d1103c2,65ba343d43dcad8f6d1103ca,65ba343d43dcad8f6d1103d2,65ba343d43dcad8f6d1103da,65ba343d43dcad8f6d1103e2,,
Philosopher's,2,742 000,1947750,5112870,13421310,35230965,92481375,0.75%,1.80%,3.27%,5.33%,8.21%,12.24%,,65ba350443dcad8f6d110418,65ba350443dcad8f6d11041b,65ba350443dcad8f6d110423,65ba350443dcad8f6d11042b,65ba350443dcad8f6d110433,65ba350443dcad8f6d11043b,,
VeniVidiVici,2,950 000,2493750,6546120,17183565,45106950,118405770,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,65ba399f43dcad8f6d110587,65ba399f43dcad8f6d11058a,65ba399f43dcad8f6d110592,65ba399f43dcad8f6d11059a,65ba399f43dcad8f6d1105a2,65ba399f43dcad8f6d1105aa,,
Cup Of Wisdom,2,600 000,1575000,4134375,10852800,28488600,74782575,0.45%,1.08%,1.96%,3.20%,4.93%,7.35%,,65ba3f0f43dcad8f6d1109fa,65ba3f0f43dcad8f6d1109fd,65ba3f0f43dcad8f6d110a05,65ba3f0f43dcad8f6d110a0d,65ba3f0f43dcad8f6d110a15,65ba3f0f43dcad8f6d110a1d,,
Cup Of Glory,2,1 550 000,4068750,10680495,28036365,73595550,193188345,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,65ba3fad43dcad8f6d110a52,65ba3fad43dcad8f6d110a55,65ba3fad43dcad8f6d110a5d,65ba3fad43dcad8f6d110a65,65ba3fad43dcad8f6d110a6d,65ba3fad43dcad8f6d110a75,,
Cup Of Power,2,4 965 000,13033125,34212045,89806710,235742640,618824430,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,65ba410143dcad8f6d110aab,65ba410143dcad8f6d110aae,65ba410143dcad8f6d110ab6,65ba410143dcad8f6d110abe,65ba410143dcad8f6d110ac6,65ba410143dcad8f6d110ace,,
The Moainer,2,155 000,406875,1068060,2803710,7359765,19319475,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,65cb4e7fdc319c3e4664203a,65cb4e7fdc319c3e4664203d,65cb4e7fdc319c3e46642045,65cb4e7fdc319c3e4664204d,65cb4e7fdc319c3e46642055,65cb4e7fdc319c3e4664205d,,
American Empire,2,171 000,448875,1178310,3093090,8119440,21313530,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,65cb5277dc319c3e46642221,65cb5277dc319c3e46642224,65cb5277dc319c3e4664222c,65cb5277dc319c3e46642234,65cb5277dc319c3e4664223c,65cb5277dc319c3e46642244,,
Kawsay Saphi,2,186 000,488250,1281735,3364620,8832180,23184525,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,65cb5322dc319c3e4664234a,65cb5322dc319c3e4664234d,65cb5322dc319c3e46642355,65cb5322dc319c3e4664235d,65cb5322dc319c3e46642365,65cb5322dc319c3e4664236d,,
Viking Arminer,2,233 000,611625,1605555,4214595,11063325,29041320,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,65cb54b1dc319c3e46642555,65cb54b1dc319c3e46642558,65cb54b1dc319c3e46642560,65cb54b1dc319c3e46642568,65cb54b1dc319c3e46642570,65cb54b1dc319c3e46642578,,
The Ascended,2,248 000,651000,1708875,4485810,11775330,30910320,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,65cb5598dc319c3e46642606,65cb5598dc319c3e46642609,65cb5598dc319c3e46642611,65cb5598dc319c3e46642619,65cb5598dc319c3e46642621,65cb5598dc319c3e46642629,,
Ancient Apache,2,341 000,895125,2349795,6168225,16191630,42503055,0.00%,0.50%,1.20%,2.18%,3.55%,5.47%,,65cb5699dc319c3e46642679,65cb5699dc319c3e4664267c,65cb5699dc319c3e46642684,65cb5699dc319c3e4664268c,65cb5699dc319c3e46642694,65cb5699dc319c3e4664269c,,
Venus,2,419 000,1099875,2887185,7578900,19894665,52223535,0.45%,1.08%,1.96%,3.20%,4.93%,7.35%,,65cb5739dc319c3e4664270d,65cb5739dc319c3e46642710,65cb5739dc319c3e46642718,65cb5739dc319c3e46642720,65cb5739dc319c3e46642728,65cb5739dc319c3e46642730,,
Ancient Maori,2,3 038 000,7974750,20933745,54951120,144246690,378647640,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,65cb57f9dc319c3e4664281b,65cb57f9dc319c3e4664281e,65cb57f9dc319c3e46642826,65cb57f9dc319c3e4664282e,65cb57f9dc319c3e46642836,65cb57f9dc319c3e4664283e,,
MineOrDie,2,15 000,39375,103425,271530,712845,1871310,0.00%,0.08%,0.19%,0.35%,0.70%,1.50%,,65ce067c75d3d1a89fef76f3,65ce067c75d3d1a89fef76f6,65ce067c75d3d1a89fef76fe,65ce067c75d3d1a89fef7706,65ce067c75d3d1a89fef770e,65ce067c75d3d1a89fef7716,,
Dragonfly,2,836 000,2194500,5760615,15121680,39694410,104197905,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,65dce766d68c8ab1d87f3740,65dce766d68c8ab1d87f3743,65dce766d68c8ab1d87f374b,65dce766d68c8ab1d87f3753,65dce766d68c8ab1d87f375b,65dce766d68c8ab1d87f3763,,
Royal Necklace,2,1 330 000,3491250,9164610,24057180,63150150,165769170,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,65d7b6b7d68c8ab1d87e79e8,65d7b6b7d68c8ab1d87e79eb,65d7b6b7d68c8ab1d87e79f3,65d7b6b7d68c8ab1d87e79fb,65d7b6b7d68c8ab1d87e7a03,65d7b6b7d68c8ab1d87e7a0b,,
Black Pendant,2,2 320 000,6090000,15986250,41963985,110155500,289158240,4.00%,7.20%,10.80%,14.80%,19.20%,24.00%,,65d7b797d68c8ab1d87e7a75,65d7b797d68c8ab1d87e7a78,65d7b798d68c8ab1d87e7a80,65d7b798d68c8ab1d87e7a88,65d7b798d68c8ab1d87e7a90,65d7b798d68c8ab1d87e7a98,,
Bearish,2,1 800 000,4725000,12403125,32558295,85465590,224347200,2.00%,4.50%,7.44%,11.56%,17.32%,25.39%,,65dc7fedd68c8ab1d87f1e0e,65dc7fedd68c8ab1d87f1e11,65dc7fedd68c8ab1d87f1e19,65dc7fedd68c8ab1d87f1e21,65dc7fedd68c8ab1d87f1e29,65dc7fedd68c8ab1d87f1e31,,
FemPride,2,800 000,2100000,5512500,14470365,37984800,99710100,5.00%,7.20%,9.40%,12.60%,16.80%,22.00%,,65e1b30b47cd57f3797ccf15,65e1b30b47cd57f3797ccf18,65e1b30b47cd57f3797ccf20,65e1b30b47cd57f3797ccf28,65e1b30b47cd57f3797ccf30,65e1b30b47cd57f3797ccf38,,
Oscamster,1,255 500,670740,1760745,4621995,12132750,31848495,0.00%,0.50%,1.20%,2.18%,3.55%,5.47%,,65ea077b696fef47b9608458,65ea077b696fef47b960845b,65ea077b696fef47b9608463,65ea077b696fef47b960846b,65ea077b696fef47b9608473,65ea077b696fef47b960847b,,
Celtic CryptoMachine,2,1 400 000,3675000,9646875,25323060,66473085,174491940,3.20%,3.60%,4.44%,5.62%,7.26%,9.57%,,65f0469d696fef47b9620fb7,65f0469d696fef47b9620fba,65f0469d696fef47b9620fc2,65f0469d696fef47b9620fca,65f0469d696fef47b9620fd2,65f0469d696fef47b9620fda,,
InfinityMine Lite,2,29 200 000,76650000,201210000,,,,4.00%,8.00%,12.00%,,,,,65fd7ad58b90e4538ff4f0e1,674881a51745a1e9ed4c3947,674881a51745a1e9ed4c394f,,,,,
InfinityMine,2,167 000 000,438380000,1150750000,,,,9.00%,14.00%,20.00%,,,,,65fd7afd8b90e4538ff4f2d8,674881f91745a1e9ed4c3b53,674881f91745a1e9ed4c3b5b,,,,,
InfinityMine Ultra,2,632 000 000,,,,,,13.00%,,,,,,,65fd7b318b90e4538ff4f552,,,,,,,
Cryptogypt Mirage,2,770 000,2021250,5305860,13927935,36560895,95972415,3.20%,3.60%,4.44%,5.62%,7.26%,9.57%,,65f9b03e27020d370d72196e,65f9b03e27020d370d721971,65f9b03e27020d370d721979,65f9b03e27020d370d721981,65f9b03e27020d370d721989,65f9b03e27020d370d721991,,
Cosmic Eggminer,2,3 220 000,8452500,22187865,58243185,152888400,401332050,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,65fd6e518b90e4538ff4bf53,65fd6e518b90e4538ff4bf56,65fd6e518b90e4538ff4bf5e,65fd6e518b90e4538ff4bf66,65fd6e518b90e4538ff4bf6e,65fd6e518b90e4538ff4bf76,,
DOGE Miner,2,1 375 000,3609375,9474675,24871035,65286480,171377010,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,65fd7fd18b90e4538ff52ce7,6630d289d7bdb5401b52edac,6630d333d7bdb5401b52ee41,6630d333d7bdb5401b52ee4b,6630d333d7bdb5401b52ee55,6630d333d7bdb5401b52ee5f,,
Beast Bursting,2,66 000,173250,454860,1194060,3134460,8228010,0.50%,1.20%,2.18%,3.55%,5.47%,8.16%,,65fd64de8b90e4538ff4a148,65fd64de8b90e4538ff4a14b,65fd64de8b90e4538ff4a153,65fd64de8b90e4538ff4a15b,65fd64de8b90e4538ff4a163,65fd64de8b90e4538ff4a16b,,
Devil Dashing,2,333 000,874125,2294670,6023535,15811845,41506185,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,65fd671a8b90e4538ff4b65a,65fd671a8b90e4538ff4b65d,65fd671a8b90e4538ff4b665,65fd671a8b90e4538ff4b66d,65fd671a8b90e4538ff4b675,65fd671a8b90e4538ff4b67d,,
Satan Sprinting,2,616 000,1617000,4244625,11142180,29248275,76776735,3.50%,4.50%,7.44%,11.56%,17.32%,25.39%,,65fd69628b90e4538ff4bbf6,65fd69628b90e4538ff4bbf9,65fd69628b90e4538ff4bc01,65fd69628b90e4538ff4bc09,65fd69628b90e4538ff4bc11,65fd69628b90e4538ff4bc19,,
TRXpecter,2,720 000,1890000,4961250,13023360,34186320,89739090,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,660bfe4fdd01bc97e5ce1d9d,664630313afaaa5e6e05f25b,664630313afaaa5e6e05f261,664630313afaaa5e6e05f267,664630313afaaa5e6e05f26d,664630313afaaa5e6e05f273,,
Spartan BOSS,2,620 000,1627500,4272240,11214630,29438430,77275905,5.25%,7.92%,10.34%,13.86%,18.48%,24.20%,,660d35dedd01bc97e5d3cce4,660d35dedd01bc97e5d3cce7,660d35dedd01bc97e5d3ccef,660d35dedd01bc97e5d3ccf7,660d35dedd01bc97e5d3ccff,660d35dedd01bc97e5d3cd07,,
Rasta's Riff,2,353 000,,,,,,0.15%,,,,,,,661466bcd6c322a6c7c344ba,,,,,,,
NeonGuerilla,2,378 000,,,,,,0.15%,,,,,,,661466e1d6c322a6c7c34504,,,,,,,
McCartney's CryptoRiff,2,403 000,,,,,,0.15%,,,,,,,66146703d6c322a6c7c3454d,,,,,,,
Bongo Beatmaster,2,706 000,,,,,,0.25%,,,,,,,6614672ad6c322a6c7c34612,,,,,,,
Drum'n'mine,2,756 000,,,,,,0.25%,,,,,,,6614674ad6c322a6c7c3465b,,,,,,,
CryptoPartizani,2,806 000,,,,,,0.25%,,,,,,,661467e8d6c322a6c7c346a7,,,,,,,
Syntho Keys,2,1 764 000,,,,,,0.50%,,,,,,,66146868d6c322a6c7c3476d,,,,,,,
CryptoMaestro,2,1 890 000,,,,,,0.50%,,,,,,,661468f7d6c322a6c7c34844,,,,,,,
Smooth CryptoMiner,2,2 016 000,,,,,,0.50%,,,,,,,66146919d6c322a6c7c3488d,,,,,,,
Freddy's Showtime,2,20 500 000,53820000,141280000,370900000,,,7.00%,15.00%,20.00%,30.00%,,,,66146973d6c322a6c7c348d8,67c962a23bb2833c84ba48b3,67c962a23bb2833c84ba48bd,67c962a23bb2833c84ba48d0,,,,
Roller AltToken,1,2 268 000,5953500,15627990,41023500,107686740,282677745,2.00%,4.50%,7.44%,11.56%,17.32%,25.39%,,66147d6ad6c322a6c7c3665b,66147d6ad6c322a6c7c3665e,66147d6ad6c322a6c7c36666,66147d6ad6c322a6c7c3666e,66147d6ad6c322a6c7c36676,66147d6ad6c322a6c7c3667e,,
BNBlaster,2,10 560 000,27720000,72765000,191008125,501396420,1316165655,5.00%,7.92%,10.34%,13.86%,18.48%,24.20%,,661fb29b269d20fed5ee26a5,661fb29b269d20fed5ee26a8,661fb29b269d20fed5ee26b0,661fb29b269d20fed5ee26b8,661fb29b269d20fed5ee26c0,661fb29b269d20fed5ee26c8,,
BurnThemAll,2,4 040 000,10605000,27838125,73075170,191822400,503533800,4.04%,5.85%,9.67%,15.02%,22.51%,33.00%,,6620f3a5b5426dc20a814325,6620f3a5b5426dc20a814328,6620f3a5b5426dc20a814330,6620f3a5b5426dc20a814338,6620f3a5b5426dc20a814340,6620f3a5b5426dc20a814348,,
Last Defender,2,3 000 000,7875000,20671875,54263685,142442265,373910985,3.00%,4.39%,7.25%,11.27%,16.89%,24.75%,,662255c7a8444c20d1ca7457,662255c7a8444c20d1ca745a,662255c7a8444c20d1ca7462,662255c7a8444c20d1ca746a,662255c7a8444c20d1ca7472,662255c7a8444c20d1ca747a,,
ChainExplorer,2,1 540 000,4042500,10611615,27855555,73120845,191942310,1.00%,3.50%,8.00%,15.00%,25.00%,50.00%,,6626623aa8444c20d1db0a78,68386e59e2ea0a4c82769086,68386e59e2ea0a4c8276908e,68386e59e2ea0a4c82769096,68386e59e2ea0a4c8276909e,68386e59e2ea0a4c827690a6,,
Crypto Cheops,2,9 800 000,25725000,67528125,177261420,465311280,1221442110,4.00%,5.85%,9.67%,15.02%,22.51%,33.00%,,662f931b8f8dfec9cf3231d1,662f931b8f8dfec9cf3231d4,662f931b8f8dfec9cf3231dc,662f931b8f8dfec9cf3231e4,662f931b8f8dfec9cf3231ec,662f931b8f8dfec9cf3231f4,,
One Horse Power,1,100,,,,,,0.00%,,,,,,,6628ed8c0461cca22c8af5cb,,,,,,,
Silverline B,2,105 000,275625,723555,1899345,4985820,13087830,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,6628f18c0461cca22c8b4dde,6628f18c0461cca22c8b4de1,6628f18c0461cca22c8b4de9,6628f18c0461cca22c8b4df1,6628f18c0461cca22c8b4df9,6628f18c0461cca22c8b4e01,,
Roller-Mini Express,1,120 000,315000,826875,2170560,5697720,14956515,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,6628f3e80461cca22c8b85f6,6628f3e80461cca22c8b85f9,6628f3e80461cca22c8b8601,6628f3e80461cca22c8b8609,6628f3e80461cca22c8b8611,6628f3e80461cca22c8b8619,,
Redline Garry,2,135 000,354375,930300,2442090,6410565,16827825,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,6628f4a70461cca22c8ba7fd,6628f4a70461cca22c8ba800,6628f4a70461cca22c8ba808,6628f4a70461cca22c8ba810,6628f4a70461cca22c8ba818,6628f4a70461cca22c8ba820,,
Mini-Blue 13,2,270 000,708750,1860495,4883865,12820185,33653025,0.00%,0.50%,1.20%,2.18%,3.55%,5.47%,,6628f5800461cca22c8beea0,6628f5800461cca22c8beea3,6628f5800461cca22c8beeab,6628f5800461cca22c8beeb3,6628f5800461cca22c8beebb,6628f5800461cca22c8beec3,,
Armored Wagon Train,2,300 000,787500,2067240,5426505,14244615,37392180,0.00%,0.50%,1.20%,2.18%,3.55%,5.47%,,6628f6290461cca22c8bfbb0,6628f6290461cca22c8bfbb3,6628f6290461cca22c8bfbbb,6628f6290461cca22c8bfbc3,6628f6290461cca22c8bfbcb,6628f6290461cca22c8bfbd3,,
X-105,2,330 000,866250,2273985,5969250,15669360,41132070,0.00%,0.50%,1.20%,2.18%,3.55%,5.47%,,6628f6be0461cca22c8bfdf9,6628f6be0461cca22c8bfdfc,6628f6be0461cca22c8bfe04,6628f6be0461cca22c8bfe0c,6628f6be0461cca22c8bfe14,6628f6be0461cca22c8bfe1c,,
BlockTrain,2,540 000,1417500,3720990,9767625,25640055,67305210,0.45%,1.08%,1.96%,3.20%,4.93%,7.35%,,6628f7960461cca22c8bfeb9,6628f7960461cca22c8bfebc,6628f7960461cca22c8bfec4,6628f7960461cca22c8bfecc,6628f7960461cca22c8bfed4,6628f7960461cca22c8bfedc,,
Golden RC-Train,2,570 000,1496250,3927735,10310370,27064800,71045100,0.45%,1.08%,1.96%,3.20%,4.93%,7.35%,,6628fabe0461cca22c8c14b0,6628fabe0461cca22c8c14b3,6628fabe0461cca22c8c14bb,6628fabe0461cca22c8c14c3,6628fabe0461cca22c8c14cb,6628fabe0461cca22c8c14d3,,
Hogwarts Express,2,600 000,1575000,4134375,10852800,28488600,74782575,0.45%,1.08%,1.96%,3.20%,4.93%,7.35%,,6628fb020461cca22c8c156e,6628fb020461cca22c8c1571,6628fb020461cca22c8c1579,6628fb020461cca22c8c1581,6628fb020461cca22c8c1589,6628fb020461cca22c8c1591,,
Da-Vinci's Elizabeth,2,1 080 000,2835000,7441875,19534935,51279270,134608110,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,6628fc640461cca22c8c2d1a,6628fc640461cca22c8c2d1d,6628fc640461cca22c8c2d25,6628fc640461cca22c8c2d2d,6628fc640461cca22c8c2d35,6628fc640461cca22c8c2d3d,,
Diamond Wagon,2,680 000,1785000,4685625,12299805,32287080,84753585,0.75%,1.80%,3.27%,5.33%,8.21%,12.24%,,662906630461cca22c8cbd04,662906630461cca22c8cbd07,662906630461cca22c8cbd0f,662906630461cca22c8cbd17,662906630461cca22c8cbd1f,662906630461cca22c8cbd27,,
Green Wagon,2,1 750 000,4593750,12058620,31653930,83091645,218115660,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,662907150461cca22c8cbeae,662907150461cca22c8cbeb1,662907150461cca22c8cbeb9,662907150461cca22c8cbec1,662907150461cca22c8cbec9,662907150461cca22c8cbed1,,
Lucky Wagon,2,5 400 000,14175000,37209375,97674675,256396035,673039605,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,662907b00461cca22c8cbf6d,662907b00461cca22c8cbf70,662907b00461cca22c8cbf78,662907b00461cca22c8cbf80,662907b00461cca22c8cbf88,662907b00461cca22c8cbf90,,
MiningBlimp,1,175 000,459375,1205925,3165645,8309910,21813540,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,662bbb108f8dfec9cf24a627,662bbb108f8dfec9cf24a62a,662bbb118f8dfec9cf24a632,662bbb118f8dfec9cf24a63a,662bbb118f8dfec9cf24a642,662bbb118f8dfec9cf24a64a,,
ChainPath Map,2,193 000,506625,1329930,3491145,9164295,24056340,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,662bbbcd8f8dfec9cf24a6e8,662bbbcd8f8dfec9cf24a6eb,662bbbcd8f8dfec9cf24a6f3,662bbbcd8f8dfec9cf24a6fb,662bbbcd8f8dfec9cf24a703,662bbbcd8f8dfec9cf24a70b,,
Cryptilus 20000,2,210 000,551250,1447110,3798690,9971640,26175555,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,662bbc828f8dfec9cf24a7b7,662bbc828f8dfec9cf24a7ba,662bbc828f8dfec9cf24a7c2,662bbc828f8dfec9cf24a7ca,662bbc828f8dfec9cf24a7d2,662bbc828f8dfec9cf24a7da,,
Bon Voyage,1,262 000,687750,1805370,4739175,12440400,32656050,0.00%,0.50%,1.20%,2.18%,3.55%,5.47%,,662bbd608f8dfec9cf24a8f2,662bbd608f8dfec9cf24a8f5,662bbd608f8dfec9cf24a8fd,662bbd608f8dfec9cf24a905,662bbd608f8dfec9cf24a90d,662bbd608f8dfec9cf24a915,,
Hodler's Dream,2,280 000,735000,1929375,5064675,13294785,34898850,0.00%,0.50%,1.20%,2.18%,3.55%,5.47%,,662bbdf88f8dfec9cf24a9b2,662bbdf88f8dfec9cf24a9b5,662bbdf88f8dfec9cf24a9bd,662bbdf88f8dfec9cf24a9c5,662bbdf88f8dfec9cf24a9cd,662bbdf88f8dfec9cf24a9d5,,
TurboTurtle,2,385 000,1010625,2652930,6964020,18280605,47986680,0.00%,0.50%,1.20%,2.18%,3.55%,5.47%,,662bbea58f8dfec9cf24aa72,662bbea58f8dfec9cf24aa75,662bbea58f8dfec9cf24aa7d,662bbea58f8dfec9cf24aa85,662bbea58f8dfec9cf24aa8d,662bbea58f8dfec9cf24aa95,,
CryptoCook Bounder,2,472 000,1239000,3252375,8537550,22411095,58829190,0.45%,1.08%,1.96%,3.20%,4.93%,7.35%,,662bbf3b8f8dfec9cf24ab31,662bbf3b8f8dfec9cf24ab34,662bbf3b8f8dfec9cf24ab3c,662bbf3b8f8dfec9cf24ab44,662bbf3b8f8dfec9cf24ab4c,662bbf3b8f8dfec9cf24ab54,,
Storm-Pierser,2,3 430 000,9003750,23634870,62041560,162859095,427505190,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,662bbfff8f8dfec9cf24abf1,662bbfff8f8dfec9cf24abf4,662bbfff8f8dfec9cf24abfc,662bbfff8f8dfec9cf24ac04,662bbfff8f8dfec9cf24ac0c,662bbfff8f8dfec9cf24ac14,,
LightBeat,2,2 100 000,5512500,14470365,37984800,99710100,261739065,5.56%,8.32%,10.86%,14.55%,19.40%,25.41%,,66337fe212e054c26801ea35,66337fe212e054c26801ea38,66337fe212e054c26801ea40,66337fe212e054c26801ea48,66337fe212e054c26801ea50,66337fe212e054c26801ea58,,
Crypto Kong,2,420 000,1102500,2894115,7597065,19942335,52348695,7.50%,11.14%,14.55%,19.50%,26.00%,34.05%,,663a0714a470ddfd71b0c1a4,663a0714a470ddfd71b0c1a7,663a0714a470ddfd71b0c1af,663a0714a470ddfd71b0c1b7,663a0714a470ddfd71b0c1bf,663a0714a470ddfd71b0c1c7,,
Mine-n-Dance,2,1 890 000,4961250,13023360,34186320,89739090,235565190,1.50%,3.60%,6.54%,10.66%,16.42%,24.49%,,663f2c87190d5e34263ae0c6,663f2c87190d5e34263ae0c9,663f2c87190d5e34263ae0d1,663f2c87190d5e34263ae0d9,663f2c87190d5e34263ae0e1,663f2c87190d5e34263ae0e9,,
Arcadester,2,2 820 000,7402500,19431615,51008055,133896210,351477630,2.00%,4.80%,8.72%,14.21%,21.89%,32.65%,,663f2d8e190d5e34263ae832,663f2d8e190d5e34263ae835,663f2d8e190d5e34263ae83d,663f2d8e190d5e34263ae845,663f2d8e190d5e34263ae84d,663f2d8e190d5e34263ae855,,
RollerBoard,2,211 015,553980,1454250,3817485,10020990,26305125,4.50%,7.92%,10.34%,13.86%,18.48%,24.20%,,664360bf8d6fb107bb356cd4,664360bf8d6fb107bb356cd7,664360bf8d6fb107bb356cdf,664360bf8d6fb107bb356ce7,664360bf8d6fb107bb356cef,664360bf8d6fb107bb356cf7,,
DeRollean,2,8 800 000,23100000,60637500,159173490,417830490,1096805115,6.00%,9.50%,12.41%,16.63%,22.18%,29.04%,,66420d3d190d5e34264543e4,66420d3d190d5e34264543e7,66420d3d190d5e34264543ef,66420d3d190d5e34264543f7,66420d3d190d5e34264543ff,66420d3d190d5e3426454407,,
PartyHarder,2,930 000,2441250,6408360,16821945,44157645,115913910,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,6643b49f8d6fb107bb37ac27,6643b49f8d6fb107bb37ac2a,6643b49f8d6fb107bb37ac30,6643b49f8d6fb107bb37ac36,6643b49f8d6fb107bb37ac3c,6643b49f8d6fb107bb37ac42,,
Rollerversary6,2,2 840 000,7455000,19569375,51369675,134845410,353969280,3.00%,4.50%,7.44%,11.56%,17.32%,25.39%,,6642555b190d5e342647fab4,6642555b190d5e342647fab7,6642555b190d5e342647fabd,6642555b190d5e342647fac3,6642555b190d5e342647fac9,6642555c190d5e342647facf,,
Pepe John's,2,1 000 000,2625000,6890625,18087930,47480895,124637415,0.50%,1.20%,2.18%,3.55%,5.47%,8.16%,,664b3d838d6fb107bb4f6a10,664b3d838d6fb107bb4f6a13,664b3d838d6fb107bb4f6a19,664b3d838d6fb107bb4f6a1f,664b3d838d6fb107bb4f6a25,664b3d838d6fb107bb4f6a2b,,
